0,1,1,1,1,1,1,1,1,1,1,1,1
100,1,1,1,1,1,1,1,0,1,1,1,1
200,1,0,1,1,1,1,1,0,1,1,1,1
300,0,0,1,1,1,1,1,0,1,0,0,1
400,0,0,1,1,1,1,1,0,1,0,0,0
500,0,0,1,1,1,1,1,0,1,0,0,0
600,0,0,1,1,1,1,1,0,1,0,0,0
700,0,1,1,1,1,1,1,0,1,0,0,0
800,0,1,1,1,1,0,1,0,1,0,0,0
900,1,1,1,1,1,0,1,1,1,0,0,0
1000,1,1,1,1,0,0,1,1,1,1,0,0
1100,1,1,1,1,0,0,1,1,1,1,0,0
1200,1,1,1,1,0,0,1,1,0,1,0,0
1300,1,1,1,1,1,0,1,1,0,1,0,0
1400,1,1,1,1,0,0,1,1,0,0,0,0
1500,1,1,1,1,0,0,1,1,0,0,0,0
1600,0,1,0,1,0,0,1,1,0,0,0,0
1700,0,1,0,1,0,1,1,1,0,0,0,0
1800,0,1,0,1,0,1,1,1,0,0,0,0
1900,0,1,0,0,0,1,1,1,0,0,0,0
2000,0,1,0,0,0,1,1,1,0,1,0,0
2100,0,1,0,0,0,1,1,1,0,1,0,0
2200,0,1,0,0,0,1,1,1,1,1,0,0
2300,0,1,0,0,1,1,1,1,1,1,0,0
2400,0,1,0,0,1,1,1,1,1,1,0,0
2500,0,1,0,0,1,1,1,1,1,1,0,0
2600,1,1,0,0,1,1,1,1,1,1,0,0
2700,1,1,1,0,1,1,1,1,1,1,0,0
2800,1,1,1,0,1,1,1,1,1,1,0,0
2900,1,1,1,1,1,1,1,1,1,1,1,1
3000,1,1,1,1,1,1,0,1,1,1,1,1
3100,1,1,1,1,1,1,0,1,1,1,1,1
3200,1,1,1,1,1,1,0,1,1,1,1,1
3300,1,1,1,1,1,1,0,1,0,1,1,1
3400,0,1,1,1,1,1,0,1,0,1,1,1
3500,0,1,1,1,1,0,0,1,0,1,1,1
3600,0,1,1,1,1,0,0,1,0,1,1,1
3700,0,1,1,1,1,0,1,1,0,1,1,1
3800,0,1,1,1,1,0,1,1,1,1,1,0
3900,0,1,1,1,1,0,1,1,0,1,1,0
4000,0,1,1,1,1,0,1,1,0,1,1,0
4100,0,1,1,1,1,0,1,0,0,1,1,0
4200,0,1,1,1,1,0,1,0,0,1,1,0
4300,0,1,1,1,1,0,1,0,0,1,1,0
4400,0,1,1,1,1,0,1,1,0,1,1,0
4500,0,1,1,1,1,0,1,1,0,1,1,0
4600,0,1,1,1,1,1,1,1,0,1,1,0
4700,0,1,1,1,1,1,1,1,0,1,1,0
4800,0,1,1,1,1,1,1,1,1,1,1,0
4900,0,1,0,1,1,1,1,1,1,1,1,0
5000,0,1,0,1,1,1,1,1,1,1,1,0
5100,0,1,0,1,0,1,1,1,1,1,1,1
5200,0,1,0,1,0,1,1,1,1,1,1,1
5300,0,1,0,0,0,1,1,1,1,1,1,1
5400,0,1,0,0,0,1,1,1,1,1,1,1
5500,0,1,0,0,0,0,1,0,1,1,1,1
5600,0,1,1,0,0,0,1,0,1,1,1,1
5700,0,1,1,0,0,0,1,0,1,1,1,1
5800,0,1,1,0,0,0,1,1,1,1,1,1
5900,0,1,1,0,0,1,1,1,1,1,1,1
6000,0,1,1,0,0,1,1,1,1,1,0,0
6100,1,1,1,0,0,1,1,1,1,1,0,0
6200,1,1,1,0,0,1,1,1,1,1,0,0
6300,1,1,1,0,0,1,1,1,1,1,0,0
6400,1,1,1,1,1,1,1,1,1,1,0,0
6500,1,1,1,1,1,1,1,1,1,1,1,0
6600,1,1,1,1,1,1,1,1,1,1,1,1
6700,1,1,1,1,1,1,1,1,1,1,1,1
